瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),泅瘤扁拘(hPa)
143,措备,2016-03-11 0:00,0.3,,3.4,290,41,1019.2
143,措备,2016-03-11 1:00,-0.2,,4.2,290,44,1019
143,措备,2016-03-11 2:00,-0.6,,3.3,290,46,1019.1
143,措备,2016-03-11 3:00,-0.9,,2.9,270,49,1018.6
143,措备,2016-03-11 4:00,-1,,3.3,290,52,1018.1
143,措备,2016-03-11 5:00,-1.2,,3.3,290,55,1017.9
143,措备,2016-03-11 6:00,-1.4,,2.9,290,56,1018
143,措备,2016-03-11 7:00,-1.4,,2.6,270,58,1018.2
143,措备,2016-03-11 8:00,-0.9,,3.1,290,57,1018.5
143,措备,2016-03-11 9:00,0,,3,290,52,1018.8
143,措备,2016-03-11 10:00,1,,4.4,290,42,1018.6
143,措备,2016-03-11 11:00,2.5,,4,270,39,1018.1
143,措备,2016-03-11 12:00,3.8,,2.8,290,34,1017.7
143,措备,2016-03-11 13:00,4.7,,3.6,290,31,1016.8
143,措备,2016-03-11 14:00,5.6,,3.7,290,27,1016
143,措备,2016-03-11 15:00,6.2,,4.3,270,25,1015.6
143,措备,2016-03-11 16:00,6.5,,3.5,290,24,1015.4
143,措备,2016-03-11 17:00,6.2,,3,290,23,1015.2
143,措备,2016-03-11 18:00,5.5,,3.4,320,24,1015.4
143,措备,2016-03-11 19:00,4.5,,2.5,320,28,1015.7
143,措备,2016-03-11 20:00,4,,2.3,320,30,1016.4
143,措备,2016-03-11 21:00,2.9,,1.7,340,35,1017
143,措备,2016-03-11 22:00,2,,0.9,320,37,1017.4
143,措备,2016-03-11 23:00,1.8,,2.6,320,36,1017.8
143,措备,2016-03-12 0:00,1.9,,3.2,270,32,1018
143,措备,2016-03-12 1:00,1.2,,3.4,270,34,1018.4
143,措备,2016-03-12 2:00,0.6,,2.5,270,36,1018.5
143,措备,2016-03-12 3:00,0.2,,2.9,270,40,1018.5
143,措备,2016-03-12 4:00,-0.2,,2.9,270,45,1018.4
143,措备,2016-03-12 5:00,-0.5,,2.9,270,48,1018.6
143,措备,2016-03-12 6:00,-0.7,,1.7,290,52,1018.9
143,措备,2016-03-12 7:00,-1.7,,0.6,340,58,1019.5
143,措备,2016-03-12 8:00,-0.1,,1,340,56,1019.9
143,措备,2016-03-12 9:00,1.1,,2.4,290,51,1020.1
143,措备,2016-03-12 10:00,3,,2.7,250,43,1020.1
143,措备,2016-03-12 11:00,4.9,,2.3,230,36,1019.8
143,措备,2016-03-12 12:00,6.2,,2.4,180,34,1019.1
143,措备,2016-03-12 13:00,7.7,,3.1,250,29,1018.1
143,措备,2016-03-12 14:00,8.8,,2.8,290,26,1017.5
143,措备,2016-03-12 15:00,8.9,,3.1,320,27,1016.8
143,措备,2016-03-12 16:00,9.1,,3.5,290,25,1016.4
143,措备,2016-03-12 17:00,9.1,,1.1,20,25,1016
143,措备,2016-03-12 18:00,8.4,,1.4,50,27,1016.3
143,措备,2016-03-12 19:00,7.4,,0.6,70,32,1016.5
143,措备,2016-03-12 20:00,6.1,,0.9,90,37,1017.3
143,措备,2016-03-12 21:00,5.4,,0.5,320,40,1018.1
143,措备,2016-03-12 22:00,4.5,,0.6,70,46,1018.4
143,措备,2016-03-12 23:00,4.2,,0.7,180,46,1018.9
143,措备,2016-03-13 0:00,3.6,,1,90,50,1018.9
143,措备,2016-03-13 1:00,3.3,,0.3,0,54,1018.9
143,措备,2016-03-13 2:00,3.1,,1,140,57,1018.6
143,措备,2016-03-13 3:00,3,,0.8,110,59,1018.7
143,措备,2016-03-13 4:00,3,,0.8,110,59,1019.1
143,措备,2016-03-13 5:00,3.1,,0.5,230,57,1018.6
143,措备,2016-03-13 6:00,2.6,,1.4,90,63,1017.7
143,措备,2016-03-13 7:00,2.6,,0.8,250,65,1018.2
143,措备,2016-03-13 8:00,3.5,,1.1,20,59,1019.7
143,措备,2016-03-13 9:00,5.2,,0.3,0,54,1019.7
143,措备,2016-03-13 10:00,6.4,,0.7,320,46,1018.6
143,措备,2016-03-13 11:00,7.6,,1.1,200,42,1018.4
143,措备,2016-03-13 12:00,7.7,,1.3,70,41,1018
143,措备,2016-03-13 13:00,8.4,,0.9,360,38,1016.7
143,措备,2016-03-13 14:00,8.9,,0.8,90,37,1015.3
143,措备,2016-03-13 15:00,8.9,,1.4,340,37,1014.3
143,措备,2016-03-13 16:00,9.1,,1.8,340,37,1014.8
143,措备,2016-03-13 17:00,9.1,,1.5,20,37,1014.5
143,措备,2016-03-13 18:00,8.3,,1.2,360,39,1014.6
143,措备,2016-03-13 19:00,7.5,,2,320,43,1014.8
143,措备,2016-03-13 20:00,6.9,,1.1,320,47,1015.2
143,措备,2016-03-13 21:00,6.7,,1.1,320,50,1015.3
143,措备,2016-03-13 22:00,5.4,,1.1,340,56,1015.1
143,措备,2016-03-13 23:00,4.5,,1,20,60,1015.1
143,措备,2016-03-14 0:00,3.5,,0.5,340,64,1014.7
143,措备,2016-03-14 1:00,3,,0.9,320,66,1014.7
143,措备,2016-03-14 2:00,2.3,,0.1,0,70,1014.8
143,措备,2016-03-14 3:00,3.8,,1.8,250,66,1014.2
143,措备,2016-03-14 4:00,3.5,,2.9,270,66,1014.1
143,措备,2016-03-14 5:00,3.3,,2.7,270,68,1014.4
143,措备,2016-03-14 6:00,2.7,,0.5,50,70,1014.8
143,措备,2016-03-14 7:00,3,,2.7,270,71,1015.1
143,措备,2016-03-14 8:00,3.6,,1.9,270,69,1015.3
143,措备,2016-03-14 9:00,4.9,,2.6,250,64,1015.3
143,措备,2016-03-14 10:00,6.5,,2.8,270,55,1015.3
143,措备,2016-03-14 11:00,8,,3.4,270,48,1014.9
143,措备,2016-03-14 12:00,9.2,,3.3,270,43,1014.2
143,措备,2016-03-14 13:00,10,,1.8,250,41,1013.3
143,措备,2016-03-14 14:00,11.1,,3,250,37,1012.4
143,措备,2016-03-14 15:00,11.6,,3.9,290,35,1012.3
143,措备,2016-03-14 16:00,11,,4.2,290,36,1012.3
143,措备,2016-03-14 17:00,10.4,,5.4,290,37,1012.5
143,措备,2016-03-14 18:00,9.3,,4.5,290,39,1013.5
143,措备,2016-03-14 19:00,8.1,,2.8,320,43,1014.2
143,措备,2016-03-14 20:00,7.5,,1.4,320,45,1014.8
143,措备,2016-03-14 21:00,5.1,,2.9,140,63,1015
143,措备,2016-03-14 22:00,4.5,,2,110,64,1015.4
143,措备,2016-03-14 23:00,3.6,,1.2,110,66,1015.5
143,措备,2016-03-15 0:00,2.9,,0.4,0,69,1015.7
143,措备,2016-03-15 1:00,2,,0.7,110,75,1016.3
143,措备,2016-03-15 2:00,1,,0.4,0,81,1016.8
143,措备,2016-03-15 3:00,0.3,,0.7,70,85,1017
143,措备,2016-03-15 4:00,-0.3,,1,110,87,1017.3
143,措备,2016-03-15 5:00,-0.7,,0.8,140,89,1017.8
143,措备,2016-03-15 6:00,-1.3,,1.1,110,91,1017.9
143,措备,2016-03-15 7:00,-1.3,,0.8,110,92,1018.5
143,措备,2016-03-15 8:00,0.9,,0.1,0,91,1018.9
143,措备,2016-03-15 9:00,3.5,,0.8,340,80,1018.6
143,措备,2016-03-15 10:00,7.2,,2.5,250,39,1018.4
143,措备,2016-03-15 11:00,9,,1.3,270,31,1018.1
143,措备,2016-03-15 12:00,10.2,,2.1,230,28,1017.3
143,措备,2016-03-15 13:00,11.9,,2.4,250,24,1016.2
143,措备,2016-03-15 14:00,13.7,,2.1,250,20,1014.6
143,措备,2016-03-15 15:00,14.2,,2.2,230,19,1013.9
143,措备,2016-03-15 16:00,15,,1.6,230,18,1013.3
143,措备,2016-03-15 17:00,14.6,,2.3,270,18,1013.5
143,措备,2016-03-15 18:00,14.1,,1.5,250,20,1013.8
143,措备,2016-03-15 19:00,13.4,,0.5,160,23,1014
143,措备,2016-03-15 20:00,12,,2.1,180,28,1014.3
143,措备,2016-03-15 21:00,11.2,,0.7,320,31,1014.8
143,措备,2016-03-15 22:00,10.2,,0.9,50,37,1015.1
143,措备,2016-03-15 23:00,9.8,,1.9,320,40,1015.1
143,措备,2016-03-16 0:00,8.9,,1.8,320,44,1015.3
143,措备,2016-03-16 1:00,8,,1.1,340,48,1015.2
143,措备,2016-03-16 2:00,7.8,,1.5,320,49,1015.8
143,措备,2016-03-16 3:00,7.1,,1,340,52,1015.7
143,措备,2016-03-16 4:00,6.9,,0.9,320,52,1015.2
143,措备,2016-03-16 5:00,6.4,,0.1,0,56,1014.7
143,措备,2016-03-16 6:00,5.5,,0.6,90,62,1014.7
143,措备,2016-03-16 7:00,5.4,,1.5,50,61,1015.1
143,措备,2016-03-16 8:00,6.6,,1,230,60,1015.4
143,措备,2016-03-16 9:00,8,,1.3,290,53,1015.9
143,措备,2016-03-16 10:00,9.1,,1.7,290,49,1015.8
143,措备,2016-03-16 11:00,11,,3.2,290,40,1015.5
143,措备,2016-03-16 12:00,12.8,,3.8,290,30,1014.6
143,措备,2016-03-16 13:00,15.1,,3.3,290,24,1013.7
143,措备,2016-03-16 14:00,16.9,,2.5,250,22,1012.6
143,措备,2016-03-16 15:00,17.4,,3.2,250,23,1012.1
143,措备,2016-03-16 16:00,18,,1.8,250,22,1011.6
143,措备,2016-03-16 17:00,18.1,,2.4,250,21,1011.7
143,措备,2016-03-16 18:00,17,,3.2,320,16,1012.4
143,措备,2016-03-16 19:00,15.3,,2,320,18,1013.2
143,措备,2016-03-16 20:00,14.4,,1.8,270,19,1014
143,措备,2016-03-16 21:00,14.1,,2.4,270,16,1014.4
143,措备,2016-03-16 22:00,10.1,,0.6,50,32,1014.8
143,措备,2016-03-16 23:00,9.3,,0.8,320,30,1014.9
143,措备,2016-03-17 0:00,7.8,,1,320,35,1015.1
143,措备,2016-03-17 1:00,6.7,,0.3,0,41,1015.5
143,措备,2016-03-17 2:00,5.5,,0.8,270,44,1015.6
143,措备,2016-03-17 3:00,5,,0.7,20,55,1015.3
143,措备,2016-03-17 4:00,3.7,,0.3,0,56,1015.2
143,措备,2016-03-17 5:00,3.1,,0.4,0,62,1015.5
143,措备,2016-03-17 6:00,2.3,,0.5,110,63,1015.6
143,措备,2016-03-17 7:00,2.4,,0.8,20,64,1015.9
143,措备,2016-03-17 8:00,5.1,,1.2,340,52,1016.5
143,措备,2016-03-17 9:00,8.7,,1.3,290,40,1016.4
143,措备,2016-03-17 10:00,11.4,,1.3,290,32,1016.2
143,措备,2016-03-17 11:00,13.2,,1.6,250,24,1015.2
143,措备,2016-03-17 12:00,15.6,,1.4,290,19,1014.1
143,措备,2016-03-17 13:00,18.3,,2.4,290,18,1013.3
143,措备,2016-03-17 14:00,18.2,,2.6,270,19,1012.1
143,措备,2016-03-17 15:00,19.7,,1.3,360,17,1010.8
143,措备,2016-03-17 16:00,19.9,,1.6,270,15,1010.3
143,措备,2016-03-17 17:00,20,,2.8,180,16,1010.1
143,措备,2016-03-17 18:00,18.9,,1.8,160,22,1010
143,措备,2016-03-17 19:00,17.5,,2,180,30,1010.3
143,措备,2016-03-17 20:00,16.4,,2.6,180,32,1011
143,措备,2016-03-17 21:00,15.3,,0.8,70,35,1011.5
143,措备,2016-03-17 22:00,15,,1.4,320,38,1011.8
143,措备,2016-03-17 23:00,14,,1.3,90,44,1011
143,措备,2016-03-18 0:00,13.8,,1.1,340,45,1010.5
143,措备,2016-03-18 1:00,12.9,,0.8,320,48,1009.9
143,措备,2016-03-18 2:00,13.2,,0.9,270,48,1009.8
143,措备,2016-03-18 3:00,11.6,0,0.5,340,62,1009.1
143,措备,2016-03-18 4:00,10.4,,0,0,83,1008.9
143,措备,2016-03-18 5:00,9.8,,1.1,340,85,1008.8
143,措备,2016-03-18 6:00,9.3,2.5,0.1,0,91,1008.8
143,措备,2016-03-18 7:00,8.9,,1.3,110,95,1008.4
143,措备,2016-03-18 8:00,8.9,,2.1,110,96,1008.3
143,措备,2016-03-18 9:00,8.8,6.5,3.5,110,96,1008
143,措备,2016-03-18 10:00,9.1,,2.7,110,94,1008
143,措备,2016-03-18 11:00,9.3,,1.9,110,94,1007.4
143,措备,2016-03-18 12:00,9.7,1,1.4,90,94,1006.9
143,措备,2016-03-18 13:00,10.2,,0.4,0,93,1005.9
143,措备,2016-03-18 14:00,10.5,,0.4,0,94,1005.3
143,措备,2016-03-18 15:00,11.1,1.5,1.2,110,95,1004
143,措备,2016-03-18 16:00,11.5,,0.8,90,96,1003.3
143,措备,2016-03-18 17:00,11.9,,0.8,360,95,1003
143,措备,2016-03-18 18:00,12,0,1.6,320,93,1003.1
143,措备,2016-03-18 19:00,12.2,,0.9,320,93,1003.5
143,措备,2016-03-18 20:00,12.4,,1.6,290,92,1003.9
143,措备,2016-03-18 21:00,12,,0.8,320,93,1004
143,措备,2016-03-18 22:00,12.2,,1.5,270,91,1004
143,措备,2016-03-18 23:00,11.9,,2.6,290,91,1003.9
143,措备,2016-03-19 0:00,10.7,,1.4,290,94,1004
143,措备,2016-03-19 1:00,10.4,,1.7,290,95,1004.1
143,措备,2016-03-19 2:00,9.9,,0.7,320,93,1004.4
143,措备,2016-03-19 3:00,9.2,,1.2,90,96,1004.8
143,措备,2016-03-19 4:00,8.7,,1,90,97,1004.6
143,措备,2016-03-19 5:00,8.2,,0.3,0,97,1004.7
143,措备,2016-03-19 6:00,7.6,,0.4,0,97,1005.2
143,措备,2016-03-19 7:00,7.3,,0.2,0,98,1005.6
143,措备,2016-03-19 8:00,7.9,,0.6,70,98,1006.5
143,措备,2016-03-19 9:00,8.4,,1.6,90,98,1007.4
143,措备,2016-03-19 10:00,10.3,,3.1,110,98,1008
143,措备,2016-03-19 11:00,13.6,,2.2,110,79,1007.9
143,措备,2016-03-19 12:00,14.2,,2.5,140,67,1007.5
143,措备,2016-03-19 13:00,15.5,,3.1,110,61,1007.3
143,措备,2016-03-19 14:00,15.8,,3.1,90,50,1006.8
143,措备,2016-03-19 15:00,16.1,,3.8,70,43,1006.8
143,措备,2016-03-19 16:00,15.7,,5.2,110,42,1006.9
143,措备,2016-03-19 17:00,13.9,,5.1,90,47,1007.4
143,措备,2016-03-19 18:00,12.5,,4.6,110,53,1008.1
143,措备,2016-03-19 19:00,10.9,,6.8,110,59,1009.3
143,措备,2016-03-19 20:00,9.9,,5,90,64,1010.3
143,措备,2016-03-19 21:00,9.4,,5.3,110,63,1011.4
143,措备,2016-03-19 22:00,8.8,,5.8,110,67,1011.5
143,措备,2016-03-19 23:00,8.8,,5.2,110,69,1011.8
143,措备,2016-03-20 0:00,8.9,,4.5,110,70,1012.1
143,措备,2016-03-20 1:00,8.6,,3.9,110,73,1012.6
143,措备,2016-03-20 2:00,8.3,,2.6,110,75,1012.9
143,措备,2016-03-20 3:00,8.1,,3.3,140,76,1013.1
143,措备,2016-03-20 4:00,8.3,,4.6,110,74,1013
143,措备,2016-03-20 5:00,8.3,,4.6,110,74,1013.5
143,措备,2016-03-20 6:00,8.3,,4,110,74,1014.2
143,措备,2016-03-20 7:00,8.3,,4.5,110,74,1014.6
143,措备,2016-03-20 8:00,8.6,,4.2,110,73,1015
143,措备,2016-03-20 9:00,8.9,,4.3,90,70,1015.5
143,措备,2016-03-20 10:00,9.4,,4.3,90,70,1015.8
143,措备,2016-03-20 11:00,10,,3.7,90,60,1015.8
143,措备,2016-03-20 12:00,10.7,,3.3,70,57,1015.4
143,措备,2016-03-20 13:00,11.1,,4.3,70,56,1015
143,措备,2016-03-20 14:00,11.2,,4.9,90,59,1014.4
143,措备,2016-03-20 15:00,11.2,,4.9,90,57,1014.2
143,措备,2016-03-20 16:00,10.1,,5.4,110,59,1014.2
143,措备,2016-03-20 17:00,9.7,,5.3,110,58,1014.7
143,措备,2016-03-20 18:00,9.4,,4.6,90,59,1014.9
143,措备,2016-03-20 19:00,8.8,,4.7,90,61,1015.7
143,措备,2016-03-20 20:00,8.3,,4,110,63,1016.8
143,措备,2016-03-20 21:00,7.8,,2.9,110,65,1017
143,措备,2016-03-20 22:00,7.5,,3,110,62,1017.6
143,措备,2016-03-20 23:00,7.5,,2.6,110,62,1017.3
143,措备,2016-03-21 0:00,7.3,,1.9,140,63,1017.5
143,措备,2016-03-21 1:00,7,,1.8,140,64,1017.1
143,措备,2016-03-21 2:00,6.5,,1.9,140,67,1016.7
143,措备,2016-03-21 3:00,6.2,,2,140,69,1016.6
143,措备,2016-03-21 4:00,6.2,,1.9,140,69,1016.7
143,措备,2016-03-21 5:00,6.2,,1.9,110,70,1017
143,措备,2016-03-21 6:00,5.8,,1.9,110,72,1018
143,措备,2016-03-21 7:00,5.3,,1,90,74,1018.9
143,措备,2016-03-21 8:00,6.9,,1.6,90,70,1019.2
143,措备,2016-03-21 9:00,8.7,,3,110,64,1019
143,措备,2016-03-21 10:00,10.3,,2.9,140,57,1018.6
143,措备,2016-03-21 11:00,11.3,,1.5,90,51,1018
143,措备,2016-03-21 12:00,12.7,,1.2,50,45,1017.5
143,措备,2016-03-21 13:00,13.4,,1.7,360,42,1016.9
143,措备,2016-03-21 14:00,15.1,,1.9,340,38,1015.8
143,措备,2016-03-21 15:00,16.2,,2.4,250,35,1015.4
143,措备,2016-03-21 16:00,16.2,,2.1,270,33,1014.7
143,措备,2016-03-21 17:00,16.4,,1.5,230,28,1014.3
143,措备,2016-03-21 18:00,15.9,,1.5,250,31,1013.7
143,措备,2016-03-21 19:00,15.3,,1.7,250,36,1014.1
143,措备,2016-03-21 20:00,12.8,,0.4,0,44,1014.4
143,措备,2016-03-21 21:00,11.4,,1.1,20,52,1014.9
143,措备,2016-03-21 22:00,10.4,,0.7,360,58,1015.2
143,措备,2016-03-21 23:00,10.3,,2.3,320,64,1015.1
143,措备,2016-03-22 0:00,9.4,,2.3,320,67,1015
143,措备,2016-03-22 1:00,9,,1.9,290,69,1014.8
143,措备,2016-03-22 2:00,8,,1.9,340,74,1014.4
143,措备,2016-03-22 3:00,7.4,,1.4,340,77,1014.1
143,措备,2016-03-22 4:00,6.2,,1,320,80,1013.4
143,措备,2016-03-22 5:00,5.5,,1.1,320,83,1013.3
143,措备,2016-03-22 6:00,4.7,,0.7,20,86,1013.3
143,措备,2016-03-22 7:00,4.8,,1.1,290,86,1013.5
143,措备,2016-03-22 8:00,7,,0.8,360,80,1013.6
143,措备,2016-03-22 9:00,9.2,,1.7,290,69,1013.4
143,措备,2016-03-22 10:00,11.8,,3.4,250,52,1013
143,措备,2016-03-22 11:00,14.2,,2.5,250,35,1012.2
143,措备,2016-03-22 12:00,15.4,,4.1,270,23,1011.1
143,措备,2016-03-22 13:00,17.1,,4.6,270,22,1010
143,措备,2016-03-22 14:00,17.6,,3.3,270,22,1008.8
143,措备,2016-03-22 15:00,19.1,,2.3,270,21,1008.2
143,措备,2016-03-22 16:00,19.5,,2.2,250,19,1007.6
143,措备,2016-03-22 17:00,19,,3.6,320,18,1007.3
143,措备,2016-03-22 18:00,18.3,,2.9,290,20,1007.4
143,措备,2016-03-22 19:00,17,,2.2,290,22,1008.3
143,措备,2016-03-22 20:00,16.3,,2.5,290,22,1009.1
143,措备,2016-03-22 21:00,15.6,,2.3,290,25,1009.8
143,措备,2016-03-22 22:00,15,,2.8,290,30,1010.3
143,措备,2016-03-22 23:00,14.3,,2.6,290,35,1010.8
143,措备,2016-03-23 0:00,13.4,,2.3,320,39,1010.7
143,措备,2016-03-23 1:00,10.7,,2.6,110,62,1010.8
143,措备,2016-03-23 2:00,9.8,,1.6,160,66,1010.9
143,措备,2016-03-23 3:00,9.3,,3.4,140,65,1010.5
143,措备,2016-03-23 4:00,8.9,,4.7,110,68,1010.5
143,措备,2016-03-23 5:00,8.2,,4,110,73,1010.6
143,措备,2016-03-23 6:00,7.9,,3.5,110,75,1011.2
143,措备,2016-03-23 7:00,8.1,,3.6,110,74,1011.4
143,措备,2016-03-23 8:00,8.9,,3.6,110,72,1012
143,措备,2016-03-23 9:00,9.5,,4,140,68,1012.2
143,措备,2016-03-23 10:00,10.7,,4.2,110,60,1012.1
143,措备,2016-03-23 11:00,11.8,,3.1,140,49,1011.7
143,措备,2016-03-23 12:00,13.6,,1.9,140,44,1011.2
143,措备,2016-03-23 13:00,14.3,,2.1,110,38,1010.7
143,措备,2016-03-23 14:00,15,,1.1,290,33,1009.4
143,措备,2016-03-23 15:00,14.6,,2.2,110,38,1009.2
143,措备,2016-03-23 16:00,13.2,,4.7,110,44,1009.3
143,措备,2016-03-23 17:00,11.4,,6,110,50,1009.8
143,措备,2016-03-23 18:00,10.1,,6.8,110,55,1010.5
143,措备,2016-03-23 19:00,9.4,,5.3,90,58,1011.6
143,措备,2016-03-23 20:00,8.8,,5.6,90,61,1012.5
143,措备,2016-03-23 21:00,8.4,,4.8,90,65,1013.3
143,措备,2016-03-23 22:00,7.5,,5.8,90,69,1014.1
143,措备,2016-03-23 23:00,6.9,,4.7,110,73,1014.5
143,措备,2016-03-24 0:00,6.4,0,3.6,110,79,1014.7
143,措备,2016-03-24 1:00,6,,3.1,110,81,1014.8
143,措备,2016-03-24 2:00,5.6,,1.5,140,85,1015.2
143,措备,2016-03-24 3:00,5.2,0.5,1.6,160,89,1015.1
143,措备,2016-03-24 4:00,4.2,,3.9,110,90,1015.6
143,措备,2016-03-24 5:00,3.6,,2.8,140,88,1016.1
143,措备,2016-03-24 6:00,3.6,1,2.8,110,87,1016.6
143,措备,2016-03-24 7:00,3.3,,1,160,88,1016.7
143,措备,2016-03-24 8:00,5.2,,0.3,0,76,1017.2
143,措备,2016-03-24 9:00,7.1,,0.6,360,74,1017.5
143,措备,2016-03-24 10:00,7.5,,1.7,140,58,1017.6
143,措备,2016-03-24 11:00,8.4,,3,90,49,1017.6
143,措备,2016-03-24 12:00,8.9,,3.2,110,47,1017.3
143,措备,2016-03-24 13:00,9.5,,2.8,90,43,1016.9
143,措备,2016-03-24 14:00,9.6,,3.1,110,40,1016.3
143,措备,2016-03-24 15:00,9.9,,2.8,110,42,1016.2
143,措备,2016-03-24 16:00,9.7,,4.2,70,44,1016.5
143,措备,2016-03-24 17:00,9.3,,5.3,90,47,1016.7
143,措备,2016-03-24 18:00,8.2,,6,90,50,1017.2
143,措备,2016-03-24 19:00,7.2,,6.7,90,53,1017.7
143,措备,2016-03-24 20:00,6.7,,5.2,110,58,1018.4
143,措备,2016-03-24 21:00,6,,3.5,110,63,1019.3
143,措备,2016-03-24 22:00,5.7,,2.3,140,64,1020.1
143,措备,2016-03-24 23:00,5.8,,2.3,110,65,1019.9
143,措备,2016-03-25 0:00,5.6,,1.5,140,66,1019.8
143,措备,2016-03-25 1:00,5.5,,0.7,160,67,1019.9
143,措备,2016-03-25 2:00,5.3,,0.8,160,67,1019.4
143,措备,2016-03-25 3:00,4.6,0,1.4,110,74,1018.7
143,措备,2016-03-25 4:00,4,,0.9,160,76,1018.3
143,措备,2016-03-25 5:00,3.6,,1.3,140,80,1018.4
143,措备,2016-03-25 6:00,3.7,,1,90,81,1018.6
143,措备,2016-03-25 7:00,3.3,,2.1,110,83,1018.5
143,措备,2016-03-25 8:00,4.3,,2,110,78,1018.8
143,措备,2016-03-25 9:00,5.9,,2.1,110,72,1019.2
143,措备,2016-03-25 10:00,6.9,,3,90,62,1019.3
143,措备,2016-03-25 11:00,8.2,,2.9,110,59,1018.9
143,措备,2016-03-25 12:00,8.3,,2.2,90,55,1018.2
143,措备,2016-03-25 13:00,9.9,,3.1,160,50,1017.4
143,措备,2016-03-25 14:00,10.2,,1.6,360,46,1016.3
143,措备,2016-03-25 15:00,10.4,,1.5,140,46,1015.6
143,措备,2016-03-25 16:00,9.8,,2.8,90,53,1015.6
143,措备,2016-03-25 17:00,9,,4.3,110,62,1015.6
143,措备,2016-03-25 18:00,8.4,0,3.2,140,64,1015.8
143,措备,2016-03-25 19:00,6.9,,3.6,90,82,1016.5
143,措备,2016-03-25 20:00,5.6,,2.2,90,91,1017.1
143,措备,2016-03-25 21:00,5.4,5,2.5,110,90,1017.5
143,措备,2016-03-25 22:00,5.4,,3.1,110,89,1017.7
143,措备,2016-03-25 23:00,5.4,,2.1,110,89,1017.7
143,措备,2016-03-26 0:00,5.4,,1.8,110,88,1017.4
143,措备,2016-03-26 1:00,5.3,,1.8,110,89,1017.1
143,措备,2016-03-26 2:00,5.1,,1.2,140,90,1016.7
143,措备,2016-03-26 3:00,4.2,,1.5,110,94,1016.1
143,措备,2016-03-26 4:00,3.8,,0.6,160,95,1015.6
143,措备,2016-03-26 5:00,3.3,,0,0,95,1015.4
143,措备,2016-03-26 6:00,3.2,,1.1,110,97,1015.6
143,措备,2016-03-26 7:00,3.1,,1.5,110,96,1015.8
143,措备,2016-03-26 8:00,3.4,,1.5,110,97,1016.2
143,措备,2016-03-26 9:00,4.9,,0.9,180,90,1016.2
143,措备,2016-03-26 10:00,6.7,,1.2,70,80,1016.1
143,措备,2016-03-26 11:00,9.9,,1.1,340,63,1015.7
143,措备,2016-03-26 12:00,10.5,,1.2,70,53,1014.8
143,措备,2016-03-26 13:00,11.6,,1.9,270,42,1013.7
143,措备,2016-03-26 14:00,11.9,,2.2,250,33,1012.6
143,措备,2016-03-26 15:00,12.1,,2.3,180,31,1011.8
143,措备,2016-03-26 16:00,11.5,,3,160,34,1011.5
143,措备,2016-03-26 17:00,10.6,,4.5,110,55,1011.3
143,措备,2016-03-26 18:00,10.1,,5.3,110,58,1011.7
143,措备,2016-03-26 19:00,8.3,,4,110,61,1012.4
143,措备,2016-03-26 20:00,7.6,,1.8,200,73,1013
143,措备,2016-03-26 21:00,7,0,2.2,230,76,1013.7
143,措备,2016-03-26 22:00,6.2,,1.5,140,77,1013.8
143,措备,2016-03-26 23:00,6.6,,0.9,140,78,1013.8
143,措备,2016-03-27 0:00,5.8,,0.1,0,81,1013.6
143,措备,2016-03-27 1:00,5.8,,2.3,320,78,1013.2
143,措备,2016-03-27 2:00,5.5,,2.3,290,79,1012.8
143,措备,2016-03-27 3:00,4.3,,0.8,90,85,1012.6
143,措备,2016-03-27 4:00,3.6,,0.8,340,88,1012.6
143,措备,2016-03-27 5:00,2.3,,1.2,140,94,1012.5
143,措备,2016-03-27 6:00,2.2,,0.5,110,95,1012.8
143,措备,2016-03-27 7:00,2,,0.7,110,96,1013
143,措备,2016-03-27 8:00,4,,0.5,70,87,1013.2
143,措备,2016-03-27 9:00,7.2,,3.1,270,55,1013.3
143,措备,2016-03-27 10:00,8.8,,3.4,270,43,1013.6
143,措备,2016-03-27 11:00,11.1,,3.8,250,37,1013.3
143,措备,2016-03-27 12:00,13,,4.1,250,28,1012.6
143,措备,2016-03-27 13:00,13.1,,3.7,320,25,1011.7
143,措备,2016-03-27 14:00,15.2,,3.1,270,22,1010.8
143,措备,2016-03-27 15:00,15.4,,3.8,270,22,1010.4
143,措备,2016-03-27 16:00,14.7,,2.2,290,22,1009.9
143,措备,2016-03-27 17:00,15.3,,3.5,290,21,1010
143,措备,2016-03-27 18:00,14.3,,4.2,270,22,1010.5
143,措备,2016-03-27 19:00,13.4,,3.9,270,26,1011
143,措备,2016-03-27 20:00,12.7,,3.3,290,28,1011.8
143,措备,2016-03-27 21:00,11.7,,2.9,290,32,1012.8
143,措备,2016-03-27 22:00,10.7,,4.4,290,33,1013.4
143,措备,2016-03-27 23:00,10,,3.2,270,34,1013.9
143,措备,2016-03-28 0:00,9.2,,2.6,290,35,1014.4
143,措备,2016-03-28 1:00,8.6,,2.9,270,34,1014.7
143,措备,2016-03-28 2:00,7.6,,2,290,36,1014.7
143,措备,2016-03-28 3:00,7.6,,2.5,270,33,1014.7
143,措备,2016-03-28 4:00,7.1,,2.1,270,34,1014.6
143,措备,2016-03-28 5:00,7.2,,2.8,270,30,1014.8
143,措备,2016-03-28 6:00,3.8,,0.5,20,59,1015
